number,position,Q1,Q2,Q3,driverId,constructorId,season,round
15,14,1:36.472,,,klien,red_bull,2005,19
19,15,1:36.707,,,karthikeyan,jordan,2005,19
11,16,1:36.788,,,villeneuve,sauber,2005,19
4,17,1:37.083,,,sato,bar,2005,19
21,18,1:39.105,,,albers,minardi,2005,19
18,19,1:39.233,,,monteiro,jordan,2005,19
20,20,1:39.460,,,doornbos,minardi,2005,19
6,1,1:41.111,1:40.979,1:40.237,rosberg,mercedes,2015,19
44,2,1:40.974,1:40.758,1:40.614,hamilton,mercedes,2015,19
7,3,1:42.500,1:41.612,1:41.051,raikkonen,ferrari,2015,19
11,4,1:41.983,1:41.560,1:41.184,perez,force_india,2015,19
3,5,1:42.275,1:41.830,1:41.444,ricciardo,red_bull,2015,19
77,6,1:42.608,1:41.868,1:41.656,bottas,williams,2015,19
27,7,1:41.996,1:41.925,1:41.686,hulkenberg,force_india,2015,19
19,8,1:42.303,1:42.349,1:41.759,massa,williams,2015,19
26,9,1:42.540,1:42.328,1:41.933,kvyat,red_bull,2015,19
55,10,1:42.911,1:42.482,1:42.708,sainz,toro_rosso,2015,19
33,11,1:42.889,1:42.521,,max_verstappen,toro_rosso,2015,19
22,12,1:42.570,1:42.668,,button,mclaren,2015,19
13,13,1:42.929,1:42.807,,maldonado,lotus_f1,2015,19
12,14,1:42.896,1:43.614,,nasr,sauber,2015,19
8,15,1:42.585,,,grosjean,lotus_f1,2015,19
5,16,1:42.941,,,vettel,ferrari,2015,19
14,17,1:43.187,,,alonso,mclaren,2015,19
9,18,1:43.838,,,ericsson,sauber,2015,19
28,19,1:46.297,,,stevens,manor,2015,19
98,20,1:47.434,,,merhi,manor,2015,19
5,1,1:21.375,1:20.597,1:21.421,massa,ferrari,2007,4
1,2,1:21.609,1:20.797,1:21.451,alonso,mclaren,2007,4
6,3,1:21.802,1:20.741,1:21.723,raikkonen,ferrari,2007,4
2,4,1:21.120,1:20.713,1:21.785,hamilton,mclaren,2007,4
10,5,1:21.941,1:21.381,1:22.253,kubica,bmw_sauber,2007,4
12,6,1:22.501,1:21.554,1:22.324,trulli,toyota,2007,4
9,7,1:21.625,1:21.113,1:22.389,heidfeld,bmw_sauber,2007,4
4,8,1:21.790,1:21.623,1:22.568,kovalainen,renault,2007,4
14,9,1:22.491,1:21.488,1:22.749,coulthard,red_bull,2007,4
3,10,1:22.064,1:21.677,1:22.881,fisichella,renault,2007,4
16,11,1:21.943,1:21.968,,rosberg,williams,2007,4
8,12,1:22.502,1:22.097,,barrichello,honda,2007,4
22,13,1:22.090,1:22.115,,sato,super_aguri,2007,4
7,14,1:22.503,1:22.120,,button,honda,2007,4
23,15,1:22.295,,,davidson,super_aguri,2007,4
18,16,1:22.508,,,liuzzi,toro_rosso,2007,4
11,17,1:22.666,,,ralf_schumacher,toyota,2007,4
17,18,1:22.769,,,wurz,williams,2007,4
15,19,1:23.398,,,webber,red_bull,2007,4
20,20,1:23.811,,,sutil,spyker,2007,4
21,21,1:23.990,,,albers,spyker,2007,4
19,22,,,,speed,toro_rosso,2007,4
44,1,1:28.702,1:28.017,1:27.760,hamilton,mercedes,2018,17
77,2,1:29.297,1:27.987,1:28.059,bottas,mercedes,2018,17
33,3,1:29.480,1:28.849,1:29.057,max_verstappen,red_bull,2018,17
7,4,1:29.631,1:28.595,1:29.521,raikkonen,ferrari,2018,17
8,5,1:29.724,1:29.678,1:29.761,grosjean,haas,2018,17
28,6,1:30.248,1:29.848,1:30.023,brendon_hartley,toro_rosso,2018,17
10,7,1:30.137,1:29.810,1:30.093,gasly,toro_rosso,2018,17
31,8,1:29.899,1:29.538,1:30.126,ocon,force_india,2018,17
5,9,1:29.049,1:28.279,1:32.192,vettel,ferrari,2018,17
11,10,1:30.247,1:29.567,1:37.229,perez,force_india,2018,17
16,11,1:29.706,1:29.864,,leclerc,sauber,2018,17
20,12,1:30.219,1:30.226,,kevin_magnussen,haas,2018,17
55,13,1:30.236,1:30.490,,sainz,renault,2018,17
18,14,1:30.317,1:30.714,,stroll,williams,2018,17
3,15,1:29.806,,,ricciardo,red_bull,2018,17
27,16,1:30.361,,,hulkenberg,renault,2018,17
35,17,1:30.372,,,sirotkin,williams,2018,17
14,18,1:30.573,,,alonso,mclaren,2018,17
2,19,1:31.041,,,vandoorne,mclaren,2018,17
9,20,1:31.213,,,ericsson,sauber,2018,17
22,1,1:35.566,1:34.947,1:36.303,hamilton,mclaren,2008,17
1,2,1:35.983,1:35.355,1:36.645,raikkonen,ferrari,2008,17
2,3,1:35.971,1:35.135,1:36.889,massa,ferrari,2008,17
5,4,1:35.769,1:35.461,1:36.927,alonso,renault,2008,17
23,5,1:35.623,1:35.216,1:36.930,kovalainen,mclaren,2008,17
10,6,1:36.238,1:35.686,1:37.083,webber,red_bull,2008,17
3,7,1:36.224,1:35.403,1:37.201,heidfeld,bmw_sauber,2008,17
15,8,1:35.752,1:35.386,1:37.685,vettel,toro_rosso,2008,17
11,9,1:36.104,1:35.715,1:37.934,trulli,toyota,2008,17
14,10,1:36.239,1:35.478,1:38.885,bourdais,toro_rosso,2008,17
6,11,1:36.029,1:35.722,,piquet_jr,renault,2008,17
4,12,1:36.503,1:35.814,,kubica,bmw_sauber,2008,17
12,13,1:36.210,1:35.937,,glock,toyota,2008,17
17,14,1:36.640,1:36.079,,barrichello,honda,2008,17
7,15,1:36.434,1:36.210,,rosberg,williams,2008,17
9,16,1:36.731,,,coulthard,red_bull,2008,17
8,17,1:36.863,,,nakajima,williams,2008,17
16,18,1:37.053,,,button,honda,2008,17
20,19,1:37.730,,,sutil,force_india,2008,17
21,20,1:37.739,,,fisichella,force_india,2008,17
6,1,1:27.500,1:26.818,1:26.295,webber,red_bull,2010,7
2,2,1:27.667,1:27.013,1:26.433,hamilton,mclaren,2010,7
5,3,1:27.067,1:26.729,1:26.760,vettel,red_bull,2010,7
1,4,1:27.555,1:27.277,1:26.781,button,mclaren,2010,7
3,5,1:27.756,1:27.438,1:26.857,michael_schumacher,mercedes,2010,7
4,6,1:27.649,1:27.141,1:26.952,rosberg,mercedes,2010,7
11,7,1:27.766,1:27.426,1:27.039,kubica,renault,2010,7
7,8,1:27.993,1:27.200,1:27.082,massa,ferrari,2010,7
12,9,1:27.620,1:27.387,1:27.430,petrov,renault,2010,7
23,10,1:28.158,1:27.434,1:28.122,kobayashi,sauber,2010,7
14,11,1:27.951,1:27.525,,sutil,force_india,2010,7
8,12,1:27.857,1:27.612,,alonso,ferrari,2010,7
22,13,1:28.147,1:27.879,,rosa,sauber,2010,7
16,14,1:28.534,1:28.273,,buemi,toro_rosso,2010,7
9,15,1:28.336,1:28.392,,barrichello,williams,2010,7
17,16,1:28.460,1:28.540,,alguersuari,toro_rosso,2010,7
10,17,1:28.227,1:28.841,,hulkenberg,williams,2010,7
15,18,1:28.958,,,liuzzi,force_india,2010,7
18,19,1:30.237,,,trulli,lotus_racing,2010,7
19,20,1:30.519,,,kovalainen,lotus_racing,2010,7
24,21,1:30.744,,,glock,virgin,2010,7
21,22,1:31.266,,,bruno_senna,hrt,2010,7
25,23,1:31.989,,,grassi,virgin,2010,7
20,24,1:32.060,,,chandhok,hrt,2010,7
77,1,1:42.026,1:41.500,1:40.495,bottas,mercedes,2019,4
44,2,1:41.614,1:41.580,1:40.554,hamilton,mercedes,2019,4
5,3,1:42.042,1:41.889,1:40.797,vettel,ferrari,2019,4
33,4,1:41.727,1:41.388,1:41.069,max_verstappen,red_bull,2019,4
11,5,1:42.249,1:41.870,1:41.593,perez,racing_point,2019,4
26,6,1:42.324,1:42.221,1:41.681,kvyat,toro_rosso,2019,4
4,7,1:42.371,1:42.084,1:41.886,norris,mclaren,2019,4
99,8,1:42.140,1:42.381,1:42.424,giovinazzi,alfa,2019,4
16,9,1:41.426,1:41.995,,leclerc,ferrari,2019,4
55,10,1:41.936,1:42.398,,sainz,mclaren,2019,4
3,11,1:42.486,1:42.477,,ricciardo,renault,2019,4
23,12,1:42.154,1:42.494,,albon,toro_rosso,2019,4
20,13,1:42.382,1:42.699,,kevin_magnussen,haas,2019,4
18,14,1:42.630,,,stroll,racing_point,2019,4
8,15,1:43.407,,,grosjean,haas,2019,4
27,16,1:43.427,,,hulkenberg,renault,2019,4
63,17,1:45.062,,,russell,williams,2019,4
88,18,1:45.455,,,kubica,williams,2019,4
7,19,,,,raikkonen,alfa,2019,4
10,20,,,,gasly,red_bull,2019,4
2,1,1:13.807,,,barrichello,ferrari,2003,3
5,2,1:13.818,,,coulthard,mclaren,2003,3
14,3,1:13.851,,,webber,jaguar,2003,3
6,4,1:13.866,,,raikkonen,mclaren,2003,3
7,5,1:13.953,,,trulli,renault,2003,3
4,6,1:14.124,,,ralf_schumacher,williams,2003,3
1,7,1:14.130,,,michael_schumacher,ferrari,2003,3
11,8,1:14.191,,,fisichella,jordan,2003,3
3,9,1:14.223,,,montoya,williams,2003,3
8,10,1:14.384,,,alonso,renault,2003,3
17,11,1:14.504,,,button,bar,2003,3
9,12,1:14.631,,,heidfeld,sauber,2003,3
16,13,1:14.668,,,villeneuve,bar,2003,3
10,14,1:14.839,,,frentzen,sauber,2003,3
20,15,1:14.839,,,panis,toyota,2003,3
12,16,1:15.240,,,firman,jordan,2003,3
15,17,1:15.317,,,pizzonia,jaguar,2003,3
21,18,1:15.641,,,matta,toyota,2003,3
19,19,1:16.542,,,verstappen,minardi,2003,3
18,20,1:16.586,,,wilson,minardi,2003,3
23,1,1:24.100,1:21.659,1:19.576,barrichello,brawn,2009,16
14,2,1:24.722,1:20.803,1:19.668,webber,red_bull,2009,16
20,3,1:24.447,1:20.753,1:19.912,sutil,force_india,2009,16
9,4,1:24.621,1:20.635,1:20.097,trulli,toyota,2009,16
4,5,1:23.047,1:21.378,1:20.168,raikkonen,ferrari,2009,16
12,6,1:24.591,1:20.701,1:20.250,buemi,toro_rosso,2009,16
16,7,1:22.828,1:20.368,1:20.326,rosberg,williams,2009,16
5,8,1:23.072,1:21.147,1:20.631,kubica,bmw_sauber,2009,16
17,9,1:23.161,1:20.427,1:20.674,nakajima,williams,2009,16
7,10,1:24.842,1:21.657,1:21.422,alonso,renault,2009,16
10,11,1:24.335,1:21.960,,kobayashi,toyota,2009,16
11,12,1:24.773,1:22.231,,alguersuari,toro_rosso,2009,16
8,13,1:24.394,1:22.477,,grosjean,renault,2009,16
22,14,1:24.297,1:22.504,,button,brawn,2009,16
21,15,1:24.645,,,liuzzi,force_india,2009,16
15,16,1:25.009,,,vettel,red_bull,2009,16
2,17,1:25.052,,,kovalainen,mclaren,2009,16
1,18,1:25.192,,,hamilton,mclaren,2009,16
6,19,1:25.515,,,heidfeld,bmw_sauber,2009,16
3,20,1:40.703,,,fisichella,ferrari,2009,16
16,1,1:33.613,1:32.434,1:31.628,leclerc,ferrari,2019,16
44,2,1:33.230,1:33.134,1:32.030,hamilton,mercedes,2019,16
5,3,1:33.032,1:32.536,1:32.053,vettel,ferrari,2019,16
33,4,1:33.368,1:32.634,1:32.310,max_verstappen,red_bull,2019,16
77,5,1:33.413,1:33.281,1:32.632,bottas,mercedes,2019,16
55,6,1:34.184,1:33.807,1:33.222,sainz,mclaren,2019,16
27,7,1:34.236,1:33.898,1:33.289,hulkenberg,renault,2019,16
4,8,1:34.201,1:33.725,1:33.301,norris,mclaren,2019,16
8,9,1:34.283,1:33.643,1:33.517,grosjean,haas,2019,16
3,10,1:34.138,1:33.862,1:33.661,ricciardo,renault,2019,16
10,11,1:34.456,1:33.950,,gasly,toro_rosso,2019,16
11,12,1:34.336,1:33.958,,perez,racing_point,2019,16
99,13,1:34.755,1:34.037,,giovinazzi,alfa,2019,16
20,14,1:33.889,1:34.082,,kevin_magnussen,haas,2019,16
18,15,1:34.287,1:34.233,,stroll,racing_point,2019,16
7,16,1:34.840,,,raikkonen,alfa,2019,16
63,17,1:35.356,,,russell,williams,2019,16
88,18,1:36.474,,,kubica,williams,2019,16
23,19,1:39.197,,,albon,red_bull,2019,16
26,20,1:39.544,,,kvyat,toro_rosso,2019,16
44,1,1:20.511,1:20.210,1:19.149,hamilton,mercedes,2017,5
5,2,1:20.939,1:20.295,1:19.200,vettel,ferrari,2017,5
77,3,1:20.991,1:20.300,1:19.373,bottas,mercedes,2017,5
7,4,1:20.742,1:20.621,1:19.439,raikkonen,ferrari,2017,5
33,5,1:21.430,1:20.722,1:19.706,max_verstappen,red_bull,2017,5
3,6,1:21.704,1:20.855,1:20.175,ricciardo,red_bull,2017,5
14,7,1:22.015,1:21.251,1:21.048,alonso,mclaren,2017,5
11,8,1:21.998,1:21.239,1:21.070,perez,force_india,2017,5
19,9,1:22.138,1:21.222,1:21.232,massa,williams,2017,5
31,10,1:21.901,1:21.148,1:21.272,ocon,force_india,2017,5
20,11,1:21.945,1:21.329,,kevin_magnussen,haas,2017,5
55,12,1:21.941,1:21.371,,sainz,toro_rosso,2017,5
27,13,1:22.091,1:21.397,,hulkenberg,renault,2017,5
8,14,1:21.822,1:21.517,,grosjean,haas,2017,5
94,15,1:22.327,1:21.803,,wehrlein,sauber,2017,5
9,16,1:22.332,,,ericsson,sauber,2017,5
30,17,1:22.401,,,jolyon_palmer,renault,2017,5
18,18,1:22.411,,,stroll,williams,2017,5
2,19,1:22.532,,,vandoorne,mclaren,2017,5
26,20,1:22.746,,,kvyat,toro_rosso,2017,5
6,1,1:10.347,1:10.303,1:10.023,rosberg,mercedes,2014,18
44,2,1:10.457,1:10.712,1:10.056,hamilton,mercedes,2014,18
19,3,1:10.602,1:10.343,1:10.247,massa,williams,2014,18
77,4,1:10.832,1:10.421,1:10.305,bottas,williams,2014,18
22,5,1:11.097,1:11.127,1:10.930,button,mclaren,2014,18
1,6,1:11.880,1:11.129,1:10.938,vettel,red_bull,2014,18
20,7,1:11.134,1:11.211,1:10.969,kevin_magnussen,mclaren,2014,18
14,8,1:11.558,1:11.215,1:10.977,alonso,ferrari,2014,18
3,9,1:11.593,1:11.208,1:11.075,ricciardo,red_bull,2014,18
7,10,1:11.193,1:11.188,1:11.099,raikkonen,ferrari,2014,18
21,11,1:11.520,1:11.591,,gutierrez,sauber,2014,18
27,12,1:11.848,1:11.976,,hulkenberg,force_india,2014,18
99,13,1:11.943,1:12.099,,sutil,sauber,2014,18
26,14,1:11.423,,,kvyat,toro_rosso,2014,18
8,15,1:12.037,,,grosjean,lotus_f1,2014,18
25,16,1:12.040,,,vergne,toro_rosso,2014,18
11,17,1:12.076,,,perez,force_india,2014,18
13,18,1:12.233,,,maldonado,lotus_f1,2014,18
1,1,1:24.408,,,michael_schumacher,ferrari,2004,1
2,2,1:24.482,,,barrichello,ferrari,2004,1
3,3,1:24.998,,,montoya,williams,2004,1
9,4,1:24.998,,,button,bar,2004,1
8,5,1:25.699,,,alonso,renault,2004,1
14,6,1:25.805,,,webber,jaguar,2004,1
10,7,1:25.851,,,sato,bar,2004,1
4,8,1:25.925,,,ralf_schumacher,williams,2004,1
7,9,1:26.290,,,trulli,renault,2004,1
6,10,1:26.297,,,raikkonen,mclaren,2004,1
12,11,1:27.065,,,massa,sauber,2004,1
5,12,1:27.294,,,coulthard,mclaren,2004,1
16,13,1:27.823,,,matta,toyota,2004,1
11,14,1:27.845,,,fisichella,sauber,2004,1
18,15,1:28.178,,,heidfeld,jordan,2004,1
19,16,1:30.140,,,pantano,jordan,2004,1
21,17,1:30.681,,,baumgartner,minardi,2004,1
17,18,,,,panis,toyota,2004,1
15,19,,,,klien,jaguar,2004,1
20,20,,,,bruni,minardi,2004,1
2,1,1:10.646,,,barrichello,ferrari,2004,18
3,2,1:10.850,,,montoya,williams,2004,18
6,3,1:10.892,,,raikkonen,mclaren,2004,18
12,4,1:10.922,,,massa,sauber,2004,18
9,5,1:11.092,,,button,bar,2004,18
10,6,1:11.120,,,sato,bar,2004,18
4,7,1:11.131,,,ralf_schumacher,williams,2004,18
1,8,1:11.386,,,michael_schumacher,ferrari,2004,18
8,9,1:11.454,,,alonso,renault,2004,18
16,10,1:11.483,,,trulli,toyota,2004,18
11,11,1:11.571,,,fisichella,sauber,2004,18
14,12,1:11.665,,,webber,jaguar,2004,18
5,13,1:11.750,,,coulthard,mclaren,2004,18
7,14,1:11.836,,,villeneuve,renault,2004,18
17,15,1:11.974,,,zonta,toyota,2004,18
15,16,1:12.211,,,klien,jaguar,2004,18
18,17,1:12.829,,,heidfeld,jordan,2004,18
19,18,1:13.502,,,glock,jordan,2004,18
21,19,1:13.550,,,baumgartner,minardi,2004,18
20,20,,,,bruni,minardi,2004,18
1,1,1:37.899,1:37.245,1:49.674,vettel,red_bull,2013,2
4,2,1:37.712,1:36.874,1:50.587,massa,ferrari,2013,2
3,3,1:37.314,1:36.877,1:50.727,alonso,ferrari,2013,2
10,4,1:37.513,1:36.517,1:51.699,hamilton,mercedes,2013,2
2,5,1:37.619,1:36.449,1:52.244,webber,red_bull,2013,2
9,6,1:37.239,1:36.190,1:52.519,rosberg,mercedes,2013,2
7,7,1:36.959,1:36.640,1:52.970,raikkonen,lotus_f1,2013,2
5,8,1:37.487,1:37.117,1:53.175,button,mclaren,2013,2
15,9,1:36.809,1:36.834,1:53.439,sutil,force_india,2013,2
6,10,1:37.702,1:37.342,1:54.136,perez,mclaren,2013,2
8,11,1:37.363,1:37.636,,grosjean,lotus_f1,2013,2
11,12,1:37.931,1:38.125,,hulkenberg,sauber,2013,2
19,13,1:37.722,1:38.822,,ricciardo,toro_rosso,2013,2
12,14,1:37.707,1:39.221,,gutierrez,sauber,2013,2
14,15,1:37.493,1:44.509,,resta,force_india,2013,2
16,16,1:37.867,,,maldonado,williams,2013,2
18,17,1:38.157,,,vergne,toro_rosso,2013,2
17,18,1:38.207,,,bottas,williams,2013,2
22,19,1:38.434,,,jules_bianchi,marussia,2013,2
20,20,1:39.314,,,pic,caterham,2013,2
23,21,1:39.672,,,chilton,marussia,2013,2
21,22,1:39.932,,,garde,caterham,2013,2
22,1,1:20.707,1:20.192,1:20.527,button,brawn,2009,5
15,2,1:20.715,1:20.220,1:20.660,vettel,red_bull,2009,5
23,3,1:20.808,1:19.954,1:20.762,barrichello,brawn,2009,5
3,4,1:20.484,1:20.149,1:20.934,massa,ferrari,2009,5
14,5,1:20.689,1:20.007,1:21.049,webber,red_bull,2009,5
10,6,1:20.877,1:20.107,1:21.247,glock,toyota,2009,5
9,7,1:21.189,1:20.420,1:21.254,trulli,toyota,2009,5
7,8,1:21.186,1:20.509,1:21.392,alonso,renault,2009,5
16,9,1:20.745,1:20.256,1:22.558,rosberg,williams,2009,5
5,10,1:20.931,1:20.408,1:22.685,kubica,bmw_sauber,2009,5
17,11,1:20.818,1:20.531,,nakajima,williams,2009,5
8,12,1:21.128,1:20.604,,piquet_jr,renault,2009,5
6,13,1:21.095,1:20.676,,heidfeld,bmw_sauber,2009,5
1,14,1:20.991,1:20.805,,hamilton,mclaren,2009,5
12,15,1:21.033,1:21.067,,buemi,toro_rosso,2009,5
4,16,1:21.291,,,raikkonen,ferrari,2009,5
11,17,1:21.300,,,bourdais,toro_rosso,2009,5
2,18,1:21.675,,,kovalainen,mclaren,2009,5
20,19,1:21.742,,,sutil,force_india,2009,5
21,20,1:22.204,,,fisichella,force_india,2009,5
9,1,1:14.819,1:16.602,,raikkonen,mclaren,2005,5
7,2,1:15.042,1:16.626,,webber,williams,2005,5
5,3,1:14.811,1:16.880,,alonso,renault,2005,5
17,4,1:14.870,1:17.047,,ralf_schumacher,toyota,2005,5
16,5,1:14.795,1:17.200,,trulli,toyota,2005,5
6,6,1:15.601,1:17.229,,fisichella,renault,2005,5
10,7,1:15.902,1:17.570,,montoya,mclaren,2005,5
1,8,1:15.398,1:18.153,,michael_schumacher,ferrari,2005,5
14,9,1:15.795,1:18.373,,coulthard,red_bull,2005,5
12,10,1:15.863,1:18.361,,massa,sauber,2005,5
15,11,1:16.288,1:19.014,,liuzzi,red_bull,2005,5
11,12,1:16.794,1:19.686,,villeneuve,sauber,2005,5
19,13,1:18.557,1:20.711,,karthikeyan,jordan,2005,5
18,14,1:19.040,1:20.903,,monteiro,jordan,2005,5
21,15,1:19.563,1:21.578,,albers,minardi,2005,5
20,16,1:20.306,1:22.453,,friesacher,minardi,2005,5
8,17,1:15.038,,,heidfeld,williams,2005,5
2,18,1:15.746,,,barrichello,ferrari,2005,5
44,1,1:25.351,1:24.605,1:23.837,hamilton,mercedes,2016,1
6,2,1:26.934,1:24.796,1:24.197,rosberg,mercedes,2016,1
5,3,1:26.945,1:25.257,1:24.675,vettel,ferrari,2016,1
7,4,1:26.579,1:25.615,1:25.033,raikkonen,ferrari,2016,1
33,5,1:26.934,1:25.615,1:25.434,max_verstappen,toro_rosso,2016,1
19,6,1:25.918,1:25.644,1:25.458,massa,williams,2016,1
55,7,1:27.057,1:25.384,1:25.582,sainz,toro_rosso,2016,1
3,8,1:26.945,1:25.599,1:25.589,ricciardo,red_bull,2016,1
11,9,1:26.607,1:25.753,,perez,force_india,2016,1
27,10,1:26.550,1:25.865,,hulkenberg,force_india,2016,1
77,11,1:27.135,1:25.961,,bottas,williams,2016,1
14,12,1:26.537,1:26.125,,alonso,mclaren,2016,1
22,13,1:26.740,1:26.304,,button,mclaren,2016,1
30,14,1:27.241,1:27.601,,jolyon_palmer,renault,2016,1
20,15,1:27.297,1:27.742,,kevin_magnussen,renault,2016,1
9,16,1:27.435,,,ericsson,sauber,2016,1
12,17,1:27.958,,,nasr,sauber,2016,1
26,18,1:28.006,,,kvyat,red_bull,2016,1
8,19,1:28.322,,,grosjean,haas,2016,1
21,20,1:29.606,,,gutierrez,haas,2016,1
88,21,1:29.627,,,haryanto,manor,2016,1
94,22,1:29.642,,,wehrlein,manor,2016,1
22,1,1:26.572,1:25.187,1:26.714,hamilton,mclaren,2008,1
4,2,1:26.103,1:25.315,1:26.869,kubica,bmw_sauber,2008,1
23,3,1:25.664,1:25.452,1:27.079,kovalainen,mclaren,2008,1
2,4,1:25.994,1:25.691,1:27.178,massa,ferrari,2008,1
3,5,1:25.960,1:25.518,1:27.236,heidfeld,bmw_sauber,2008,1
11,6,1:26.427,1:26.101,1:28.527,trulli,toyota,2008,1
7,7,1:26.295,1:26.059,1:28.687,rosberg,williams,2008,1
9,8,1:26.381,1:26.063,1:29.041,coulthard,red_bull,2008,1
12,9,1:26.919,1:26.164,1:29.593,glock,toyota,2008,1
15,10,1:26.702,1:25.842,,vettel,toro_rosso,2008,1
17,11,1:26.369,1:26.173,,barrichello,honda,2008,1
5,12,1:26.907,1:26.188,,alonso,renault,2008,1
16,13,1:26.712,1:26.259,,button,honda,2008,1
8,14,1:26.891,1:26.413,,nakajima,williams,2008,1
10,15,1:26.914,,,webber,red_bull,2008,1
1,16,1:26.140,,,raikkonen,ferrari,2008,1
21,17,1:27.207,,,fisichella,force_india,2008,1
14,18,1:27.446,,,bourdais,toro_rosso,2008,1
20,19,1:27.859,,,sutil,force_india,2008,1
18,20,1:28.208,,,sato,super_aguri,2008,1
6,21,1:28.330,,,piquet_jr,renault,2008,1
19,22,1:29.059,,,davidson,super_aguri,2008,1
7,1,1:15.873,1:15.062,1:14.301,michael_schumacher,mercedes,2012,6
2,2,1:16.013,1:15.035,1:14.381,webber,red_bull,2012,6
8,3,1:15.900,1:15.022,1:14.448,rosberg,mercedes,2012,6
4,4,1:16.063,1:15.166,1:14.583,hamilton,mclaren,2012,6
10,5,1:15.718,1:15.219,1:14.639,grosjean,lotus_f1,2012,6
5,6,1:16.153,1:15.128,1:14.948,alonso,ferrari,2012,6
6,7,1:15.983,1:14.911,1:15.049,massa,ferrari,2012,6
9,8,1:15.889,1:15.322,1:15.199,raikkonen,lotus_f1,2012,6
18,9,1:16.017,1:15.026,1:15.245,maldonado,williams,2012,6
1,10,1:15.757,1:15.234,,vettel,red_bull,2012,6
12,11,1:15.418,1:15.421,,hulkenberg,force_india,2012,6
14,12,1:15.648,1:15.508,,kobayashi,sauber,2012,6
3,13,1:16.399,1:15.536,,button,mclaren,2012,6
19,14,1:15.923,1:15.709,,bruno_senna,williams,2012,6
11,15,1:16.062,1:15.718,,resta,force_india,2012,6
16,16,1:16.360,1:15.878,,ricciardo,toro_rosso,2012,6
17,17,1:16.491,1:16.885,,vergne,toro_rosso,2012,6
20,18,1:16.538,,,kovalainen,caterham,2012,6
21,19,1:17.404,,,petrov,caterham,2012,6
24,20,1:17.947,,,glock,marussia,2012,6
22,21,1:18.096,,,rosa,hrt,2012,6
25,22,1:18.476,,,pic,marussia,2012,6
23,23,1:19.310,,,karthikeyan,hrt,2012,6
1,1,1:14.661,1:14.187,1:13.784,vettel,red_bull,2012,7
4,2,1:14.891,1:14.371,1:14.087,hamilton,mclaren,2012,7
5,3,1:14.916,1:14.314,1:14.151,alonso,ferrari,2012,7
2,4,1:14.956,1:14.479,1:14.346,webber,red_bull,2012,7
8,5,1:15.098,1:14.568,1:14.411,rosberg,mercedes,2012,7
6,6,1:15.194,1:14.641,1:14.465,massa,ferrari,2012,7
10,7,1:15.163,1:14.627,1:14.645,grosjean,lotus_f1,2012,7
11,8,1:15.019,1:14.639,1:14.705,resta,force_india,2012,7
7,9,1:14.892,1:14.480,1:14.812,michael_schumacher,mercedes,2012,7
3,10,1:14.799,1:14.680,1:15.182,button,mclaren,2012,7
14,11,1:15.101,1:14.688,,kobayashi,sauber,2012,7
9,12,1:14.995,1:14.734,,raikkonen,lotus_f1,2012,7
12,13,1:15.106,1:14.748,,hulkenberg,force_india,2012,7
16,14,1:15.552,1:15.078,,ricciardo,toro_rosso,2012,7
15,15,1:15.326,1:15.156,,perez,sauber,2012,7
19,16,1:14.995,1:15.170,,bruno_senna,williams,2012,7
18,17,1:14.979,1:15.231,,maldonado,williams,2012,7
20,18,1:16.263,,,kovalainen,caterham,2012,7
21,19,1:16.482,,,petrov,caterham,2012,7
17,20,1:16.602,,,vergne,toro_rosso,2012,7
22,21,1:17.492,,,rosa,hrt,2012,7
24,22,1:17.901,,,glock,marussia,2012,7
25,23,1:18.255,,,pic,marussia,2012,7
23,24,1:18.330,,,karthikeyan,hrt,2012,7
9,1,1:19.886,1:22.994,,raikkonen,mclaren,2005,4
5,2,1:19.889,1:23.552,,alonso,renault,2005,4
3,3,1:20.464,1:23.641,,button,bar,2005,4
7,4,1:20.442,1:24.069,,webber,williams,2005,4
16,5,1:20.492,1:24.026,,trulli,toyota,2005,4
4,6,1:20.851,1:23.807,,sato,bar,2005,4
10,7,1:20.632,1:24.057,,wurz,mclaren,2005,4
12,8,1:20.593,1:24.337,,massa,sauber,2005,4
8,9,1:20.807,1:24.389,,heidfeld,williams,2005,4
2,10,1:20.892,1:24.351,,barrichello,ferrari,2005,4
17,11,1:20.994,1:24.422,,ralf_schumacher,toyota,2005,4
11,12,1:20.999,1:25.260,,villeneuve,sauber,2005,4
6,13,1:21.708,1:25.002,,fisichella,renault,2005,4
1,14,1:20.260,1:26.984,,michael_schumacher,ferrari,2005,4
14,15,1:21.632,1:26.438,,coulthard,red_bull,2005,4
15,16,1:21.804,1:26.351,,liuzzi,red_bull,2005,4
19,17,1:23.123,1:28.976,,karthikeyan,jordan,2005,4
18,18,1:25.100,1:29.152,,monteiro,jordan,2005,4
20,19,1:26.484,1:30.564,,friesacher,minardi,2005,4
21,20,1:25.921,,,albers,minardi,2005,4
10,1,1:35.793,1:35.078,1:34.484,hamilton,mercedes,2013,3
7,2,1:37.046,1:35.659,1:34.761,raikkonen,lotus_f1,2013,3
3,3,1:36.253,1:35.148,1:34.788,alonso,ferrari,2013,3
9,4,1:35.959,1:35.537,1:34.861,rosberg,mercedes,2013,3
4,5,1:35.972,1:35.403,1:34.933,massa,ferrari,2013,3
8,6,1:36.929,1:36.065,1:35.364,grosjean,lotus_f1,2013,3
